DATE,PRCP,TMAX,TMIN,PRCPT,YEAR
20110410,0.02,NULL,NULL,NULL,2011
20110410,0.09,NULL,NULL,NULL,2011
20110410,0.02,NULL,NULL,NULL,2011
20110410,0.62,56,43,0.62,2011
20110411,0.65,NULL,NULL,NULL,2011
20110411,0.73,NULL,NULL,NULL,2011
20110411,0.71,NULL,NULL,NULL,2011
20110411,0.74,NULL,NULL,NULL,2011
20110411,0.66,NULL,NULL,NULL,2011
20110411,0.15,53,30,0.74,2011
20110412,0.02,NULL,NULL,NULL,2011
20110412,0.02,NULL,NULL,NULL,2011
20110412,0.02,NULL,NULL,NULL,2011
20110412,0,NULL,NULL,NULL,2011
20110412,0,NULL,NULL,NULL,2011
20110412,0,51,29,0.02,2011
20110413,0.16,NULL,NULL,NULL,2011
20110413,0.24,NULL,NULL,NULL,2011
20110413,0.2,NULL,NULL,NULL,2011
20110413,0.19,NULL,NULL,NULL,2011
20110413,0.53,NULL,NULL,NULL,2011
20110413,0.85,53,41,0.85,2011
20110414,0.58,NULL,NULL,NULL,2011
20110414,0.73,NULL,NULL,NULL,2011
20110414,0.54,NULL,NULL,NULL,2011
20110414,0.53,NULL,NULL,NULL,2011
20110414,0.49,NULL,NULL,NULL,2011
20110414,0.23,55,42,0.73,2011
20110415,0.18,NULL,NULL,NULL,2011
20110415,0.22,NULL,NULL,NULL,2011
20110415,0.2,NULL,NULL,NULL,2011
20110415,0.29,NULL,NULL,NULL,2011
20110415,0.44,NULL,NULL,NULL,2011
20110415,0.29,57,45,0.44,2011
20110416,0.22,NULL,NULL,NULL,2011
20110416,0.18,NULL,NULL,NULL,2011
20110416,0.19,NULL,NULL,NULL,2011
20110416,0.14,NULL,NULL,NULL,2011
20110416,0.57,NULL,NULL,NULL,2011
20110416,0.54,53,43,0.57,2011
20110417,0.39,NULL,NULL,NULL,2011
20110417,0.46,NULL,NULL,NULL,2011
20110417,0.44,NULL,NULL,NULL,2011
20110417,0.44,NULL,NULL,NULL,2011
20110417,0.02,NULL,NULL,NULL,2011
20110417,0,51,37,0.46,2011
20110418,0.01,NULL,NULL,NULL,2011
20110418,0,NULL,NULL,NULL,2011
20110418,0,NULL,NULL,NULL,2011
20110418,0,NULL,NULL,NULL,2011
20110418,0,NULL,NULL,NULL,2011
20110418,0,51,35,0.01,2011
20110419,0,NULL,NULL,NULL,2011
20110419,0,NULL,NULL,NULL,2011
20110419,0,NULL,NULL,NULL,2011
20110419,0,NULL,NULL,NULL,2011
20110419,0,NULL,NULL,NULL,2011
20110419,0,54,29,0,2011
20110420,0,NULL,NULL,NULL,2011
20110420,0,NULL,NULL,NULL,2011
20110420,0,NULL,NULL,NULL,2011
20110420,0,NULL,NULL,NULL,2011
20110420,0,NULL,NULL,NULL,2011
20110420,0.01,53,39,0.01,2011
20110421,0.04,NULL,NULL,NULL,2011
20110421,0.06,NULL,NULL,NULL,2011
20110421,0.09,NULL,NULL,NULL,2011
20110421,0.06,NULL,NULL,NULL,2011
20110421,0.05,NULL,NULL,NULL,2011
20110421,0.02,52,32,0.09,2011
20110422,0,NULL,NULL,NULL,2011
20110422,0,NULL,NULL,NULL,2011
20110422,0,NULL,NULL,NULL,2011
20110422,0,NULL,NULL,NULL,2011
20110422,0,NULL,NULL,NULL,2011
20110422,0,61,28,0,2011
20110423,0.08,NULL,NULL,NULL,2011
20110423,0,NULL,NULL,NULL,2011
20110423,0,NULL,NULL,NULL,2011
20110423,0,NULL,NULL,NULL,2011
20110423,0.04,56,35,0.08,2011
20110424,0.08,NULL,NULL,NULL,2011
20110424,0.09,NULL,NULL,NULL,2011
20110424,0.1,NULL,NULL,NULL,2011
20110424,0.2,NULL,NULL,NULL,2011
20110424,0.27,58,44,0.27,2011
20110425,0.33,NULL,NULL,NULL,2011
20110425,0.31,NULL,NULL,NULL,2011
20110425,0.33,NULL,NULL,NULL,2011
20110425,0.66,NULL,NULL,NULL,2011
20110425,0.45,55,42,0.66,2011
20110426,0.63,NULL,NULL,NULL,2011
20110426,0.43,NULL,NULL,NULL,2011
20110426,0.52,NULL,NULL,NULL,2011
20110426,0.59,NULL,NULL,NULL,2011
20110426,0.43,NULL,NULL,NULL,2011
20110426,0.16,54,40,0.63,2011
20110427,0.09,NULL,NULL,NULL,2011
20110427,0.06,NULL,NULL,NULL,2011
20110427,0.09,NULL,NULL,NULL,2011
20110427,0.32,NULL,NULL,NULL,2011
20110427,0.13,NULL,NULL,NULL,2011
20110427,0.08,56,37,0.32,2011
20110428,0.14,NULL,NULL,NULL,2011
20110428,0.1,NULL,NULL,NULL,2011
20110428,0.11,NULL,NULL,NULL,2011
20110428,0.16,NULL,NULL,NULL,2011
20110428,0.31,NULL,NULL,NULL,2011
20110428,0.2,51,37,0.31,2011
20110429,0.57,NULL,NULL,NULL,2011
20110429,0.25,NULL,NULL,NULL,2011
20110429,0.44,NULL,NULL,NULL,2011
20110429,0.51,NULL,NULL,NULL,2011
20110429,0.18,54,36,0.57,2011
20110430,0.12,NULL,NULL,NULL,2011
20110430,0.08,NULL,NULL,NULL,2011
20110430,0.03,NULL,NULL,NULL,2011
20110430,0.04,NULL,NULL,NULL,2011
20110430,0.02,53,37,0.12,2011
20110501,0.01,NULL,NULL,NULL,2011
20110501,0.01,NULL,NULL,NULL,2011
20110501,0,NULL,NULL,NULL,2011
20110501,0,NULL,NULL,NULL,2011
20110501,0,NULL,NULL,NULL,2011
20110501,0,61,30,0.01,2011
20110502,0.07,NULL,NULL,NULL,2011
20110502,0.14,NULL,NULL,NULL,2011
20110502,0,NULL,NULL,NULL,2011
20110502,0,NULL,NULL,NULL,2011
20110502,0,NULL,NULL,NULL,2011
20110502,0.15,54,37,0.15,2011
20110503,0.12,NULL,NULL,NULL,2011
20110503,0.13,NULL,NULL,NULL,2011
20110503,0.11,NULL,NULL,NULL,2011
20110503,0.02,NULL,NULL,NULL,2011
20110503,0,NULL,NULL,NULL,2011
20110503,0,54,35,0.13,2011
20110504,0,NULL,NULL,NULL,2011
20110504,0,NULL,NULL,NULL,2011
20110504,0,NULL,NULL,NULL,2011
20110504,0,NULL,NULL,NULL,2011
20110504,0,NULL,NULL,NULL,2011
20110504,0,57,33,0,2011
20110505,0,NULL,NULL,NULL,2011
20110505,0,NULL,NULL,NULL,2011
20110505,0,NULL,NULL,NULL,2011
20110505,0,NULL,NULL,NULL,2011
20110505,0,56,44,0,2011
20110506,0.09,NULL,NULL,NULL,2011
20110506,0,NULL,NULL,NULL,2011
20110506,0,NULL,NULL,NULL,2011
20110506,0,NULL,NULL,NULL,2011
20110506,0.04,53,46,0.09,2011
20110507,0.09,NULL,NULL,NULL,2011
20110507,0.19,NULL,NULL,NULL,2011
20110507,0.23,NULL,NULL,NULL,2011
20110507,0.14,53,44,0.23,2011
20110508,0.31,NULL,NULL,NULL,2011
20110508,0.18,NULL,NULL,NULL,2011
20110508,0.27,NULL,NULL,NULL,2011
20110508,0.26,55,44,0.31,2011
20110509,0.13,NULL,NULL,NULL,2011
20110509,0.28,NULL,NULL,NULL,2011
20110509,0.19,NULL,NULL,NULL,2011
20110509,0.05,NULL,NULL,NULL,2011
20110509,0.22,55,46,0.28,2011
20110510,0.02,NULL,NULL,NULL,2011
20110510,0.02,NULL,NULL,NULL,2011
20110510,0,NULL,NULL,NULL,2011
20110510,0,NULL,NULL,NULL,2011
20110510,0,56,36,0.02,2011
20110511,0.41,NULL,NULL,NULL,2011
20110511,0,NULL,NULL,NULL,2011
20110511,0,NULL,NULL,NULL,2011
20110511,0,NULL,NULL,NULL,2011
20110511,0,NULL,NULL,NULL,2011
20110511,0.35,52,43,0.41,2011
20110512,0.34,NULL,NULL,NULL,2011
20110512,0.37,NULL,NULL,NULL,2011
20110512,0.39,NULL,NULL,NULL,2011
20110512,0.42,NULL,NULL,NULL,2011
20110512,0,NULL,NULL,NULL,2011
20110512,0,57,38,0.42,2011
20110513,0.01,NULL,NULL,NULL,2011
20110513,0,NULL,NULL,NULL,2011
20110513,0,NULL,NULL,NULL,2011
20110513,0,NULL,NULL,NULL,2011
20110513,0,NULL,NULL,NULL,2011
20110513,0,55,36,0.01,2011
20110514,0.01,NULL,NULL,NULL,2011
20110514,0,NULL,NULL,NULL,2011
20110514,0.05,NULL,NULL,NULL,2011
20110514,0.17,NULL,NULL,NULL,2011
20110514,0,NULL,NULL,NULL,2011
20110514,0,53,42,0.17,2011
20110515,0.06,NULL,NULL,NULL,2011
20110515,0.12,NULL,NULL,NULL,2011
20110515,0.09,NULL,NULL,NULL,2011
20110515,0.27,NULL,NULL,NULL,2011
20110515,0,NULL,NULL,NULL,2011
20110515,0.34,56,37,0.34,2011
20110516,0.33,NULL,NULL,NULL,2011
20110516,0.35,NULL,NULL,NULL,2011
20110516,0.34,NULL,NULL,NULL,2011
20110516,0.33,NULL,NULL,NULL,2011
20110516,0.21,NULL,NULL,NULL,2011
20110516,0.11,57,38,0.35,2011
20110517,0.06,NULL,NULL,NULL,2011
20110517,0.09,NULL,NULL,NULL,2011
20110517,0.14,NULL,NULL,NULL,2011
20110517,0.12,NULL,NULL,NULL,2011
20110517,0.05,NULL,NULL,NULL,2011
20110517,0.02,55,40,0.14,2011
20110518,0.05,NULL,NULL,NULL,2011
20110518,0.03,NULL,NULL,NULL,2011
20110518,0.05,NULL,NULL,NULL,2011
20110518,0.03,NULL,NULL,NULL,2011
20110518,0.1,NULL,NULL,NULL,2011
20110518,0.03,58,44,0.1,2011
20110519,0,NULL,NULL,NULL,2011
20110519,0,NULL,NULL,NULL,2011
20110519,0,NULL,NULL,NULL,2011
20110519,0,60,42,0,2011
20110520,0.03,NULL,NULL,NULL,2011
20110520,0,NULL,NULL,NULL,2011
20110520,0,NULL,NULL,NULL,2011
20110520,0,NULL,NULL,NULL,2011
20110520,0.03,58,39,0.03,2011
20110521,0.04,NULL,NULL,NULL,2011
20110521,0.05,NULL,NULL,NULL,2011
20110521,0.06,NULL,NULL,NULL,2011
20110521,0.03,NULL,NULL,NULL,2011
20110521,0,59,49,0.06,2011
20110522,0.01,NULL,NULL,NULL,2011
20110522,0,NULL,NULL,NULL,2011
20110522,0,NULL,NULL,NULL,2011
20110522,0,NULL,NULL,NULL,2011
20110522,0,59,42,0.01,2011
20110523,0.03,NULL,NULL,NULL,2011
20110523,0,NULL,NULL,NULL,2011
20110523,0,NULL,NULL,NULL,2011
20110523,0.2,NULL,NULL,NULL,2011
20110523,0,NULL,NULL,NULL,2011
20110523,0,60,41,0.2,2011
20110524,0.04,NULL,NULL,NULL,2011
20110524,0.02,NULL,NULL,NULL,2011
20110524,0,NULL,NULL,NULL,2011
20110524,0,NULL,NULL,NULL,2011
20110524,0.05,58,38,0.05,2011
20110525,0.24,NULL,NULL,NULL,2011
20110525,0.29,NULL,NULL,NULL,2011
20110525,0.31,NULL,NULL,NULL,2011
20110525,0.32,NULL,NULL,NULL,2011
20110525,0.3,NULL,NULL,NULL,2011
20110525,0.4,58,45,0.4,2011
20110526,0.15,NULL,NULL,NULL,2011
20110526,0.3,NULL,NULL,NULL,2011
20110526,0.23,NULL,NULL,NULL,2011
20110526,0.23,NULL,NULL,NULL,2011
20110526,0.43,NULL,NULL,NULL,2011
20110526,0.64,56,43,0.64,2011
20110527,0.6,NULL,NULL,NULL,2011
20110527,0.54,NULL,NULL,NULL,2011
20110527,0.51,NULL,NULL,NULL,2011
20110527,0.54,NULL,NULL,NULL,2011
20110527,0.84,NULL,NULL,NULL,2011
20110527,0.33,57,43,0.84,2011
20110528,0.34,NULL,NULL,NULL,2011
20110528,0.61,NULL,NULL,NULL,2011
20110528,0.6,NULL,NULL,NULL,2011
20110528,0.31,NULL,NULL,NULL,2011
20110528,0.57,NULL,NULL,NULL,2011
20110528,0.35,56,42,0.61,2011
20110529,0.14,NULL,NULL,NULL,2011
20110529,0.14,NULL,NULL,NULL,2011
20110529,0.25,NULL,NULL,NULL,2011
20110529,0.1,NULL,NULL,NULL,2011
20110529,0.04,57,41,0.25,2011
20110530,0.04,NULL,NULL,NULL,2011
20110530,0.03,NULL,NULL,NULL,2011
20110530,0.03,NULL,NULL,NULL,2011
20110530,0.2,NULL,NULL,NULL,2011
20110530,0.13,58,46,0.2,2011
20110531,0.17,NULL,NULL,NULL,2011
20110531,0.18,NULL,NULL,NULL,2011
20110531,0.15,NULL,NULL,NULL,2011
20110531,0.32,NULL,NULL,NULL,2011
20110531,0,NULL,NULL,NULL,2011
20110531,0.17,58,42,0.32,2011
20110601,0.01,NULL,NULL,NULL,2011
20110601,0.04,NULL,NULL,NULL,2011
20110601,0,NULL,NULL,NULL,2011
20110601,0.04,NULL,NULL,NULL,2011
20110601,0,NULL,NULL,NULL,2011
20110601,0,59,38,0.04,2011
20110602,0.09,NULL,NULL,NULL,2011
20110602,0.01,NULL,NULL,NULL,2011
20110602,0,NULL,NULL,NULL,2011
20110602,0.05,NULL,NULL,NULL,2011
20110602,0.01,62,37,0.09,2011
20110603,0.01,NULL,NULL,NULL,2011
20110603,0,NULL,NULL,NULL,2011
20110603,0,NULL,NULL,NULL,2011
20110603,0,NULL,NULL,NULL,2011
20110603,0,69,38,0.01,2011
20110604,0,NULL,NULL,NULL,2011
20110604,0,NULL,NULL,NULL,2011
20110604,0,NULL,NULL,NULL,2011
20110604,0,NULL,NULL,NULL,2011
20110604,0,NULL,NULL,NULL,2011
20110604,0,78,42,0,2011
20110605,0,NULL,NULL,NULL,2011
20110605,0,NULL,NULL,NULL,2011
20110605,0,NULL,NULL,NULL,2011
20110605,0,NULL,NULL,NULL,2011
20110605,0,NULL,NULL,NULL,2011
20110605,0.02,65,51,0.02,2011
20110606,0.01,NULL,NULL,NULL,2011
20110606,0.01,NULL,NULL,NULL,2011
20110606,0,NULL,NULL,NULL,2011
20110606,0.04,NULL,NULL,NULL,2011
20110606,0,NULL,NULL,NULL,2011
20110606,0,58,52,0.04,2011
20110607,0.03,NULL,NULL,NULL,2011
20110607,0.06,NULL,NULL,NULL,2011
20110607,0.05,NULL,NULL,NULL,2011
20110607,0.06,NULL,NULL,NULL,2011
20110607,0,NULL,NULL,NULL,2011
20110607,0.05,59,51,0.06,2011
20110608,0.04,NULL,NULL,NULL,2011
20110608,0.05,NULL,NULL,NULL,2011
20110608,0.07,NULL,NULL,NULL,2011
20110608,0,NULL,NULL,NULL,2011
20110608,0,NULL,NULL,NULL,2011
20110608,0,60,49,0.07,2011
20110609,0.01,NULL,NULL,NULL,2011
20110609,0,NULL,NULL,NULL,2011
20110609,0,NULL,NULL,NULL,2011
20110609,0,NULL,NULL,NULL,2011
20110609,0,NULL,NULL,NULL,2011
20110609,0,61,44,0.01,2011
20110610,0,NULL,NULL,NULL,2011
20110610,0,NULL,NULL,NULL,2011
20110610,0,NULL,NULL,NULL,2011
20110610,0,NULL,NULL,NULL,2011
20110610,0,NULL,NULL,NULL,2011
20110610,0,58,51,0,2011
20110611,0,NULL,NULL,NULL,2011
20110611,0,NULL,NULL,NULL,2011
20110611,0,NULL,NULL,NULL,2011
20110611,0,NULL,NULL,NULL,2011
20110611,0,NULL,NULL,NULL,2011
20110611,0.01,62,49,0.01,2011
20110612,0.19,NULL,NULL,NULL,2011
20110612,0,NULL,NULL,NULL,2011
20110612,0,NULL,NULL,NULL,2011
20110612,0,NULL,NULL,NULL,2011
20110612,0,NULL,NULL,NULL,2011
20110612,0.19,63,41,0.19,2011
20110613,0.19,NULL,NULL,NULL,2011
20110613,0.18,NULL,NULL,NULL,2011
20110613,0.17,NULL,NULL,NULL,2011
20110613,0.21,NULL,NULL,NULL,2011
20110613,0.14,NULL,NULL,NULL,2011
20110613,0.04,61,53,0.21,2011
20110614,0.01,NULL,NULL,NULL,2011
20110614,0.04,NULL,NULL,NULL,2011
20110614,0.04,NULL,NULL,NULL,2011
20110614,0,NULL,NULL,NULL,2011
20110614,0,NULL,NULL,NULL,2011
20110614,0,60,52,0.04,2011
20110615,0,NULL,NULL,NULL,2011
20110615,0,NULL,NULL,NULL,2011
20110615,0,NULL,NULL,NULL,2011
20110615,0,NULL,NULL,NULL,2011
20110615,0,NULL,NULL,NULL,2011
20110615,0,59,48,0,2011
20110616,0,NULL,NULL,NULL,2011
20110616,0,NULL,NULL,NULL,2011
20110616,0,NULL,NULL,NULL,2011
20110616,0,NULL,NULL,NULL,2011
20110616,0,NULL,NULL,NULL,2011
20110616,0,60,38,0,2011
20110617,0,NULL,NULL,NULL,2011
20110617,0,NULL,NULL,NULL,2011
20110617,0,NULL,NULL,NULL,2011
20110617,0,NULL,NULL,NULL,2011
20110617,0,NULL,NULL,NULL,2011
20110617,0,60,38,0,2011
20110618,0.13,NULL,NULL,NULL,2011
20110618,0,NULL,NULL,NULL,2011
20110618,0,NULL,NULL,NULL,2011
20110618,0,NULL,NULL,NULL,2011
20110618,0,NULL,NULL,NULL,2011
20110618,0.04,60,51,0.13,2011
20110619,0.08,NULL,NULL,NULL,2011
20110619,0.08,NULL,NULL,NULL,2011
20110619,0.09,NULL,NULL,NULL,2011
20110619,0.09,NULL,NULL,NULL,2011
20110619,0.05,NULL,NULL,NULL,2011
20110619,0,63,49,0.09,2011
20110620,0.03,NULL,NULL,NULL,2011
20110620,0.02,NULL,NULL,NULL,2011
20110620,0.02,NULL,NULL,NULL,2011
20110620,0.02,NULL,NULL,NULL,2011
20110620,0,NULL,NULL,NULL,2011
20110620,0.02,62,49,0.03,2011
20110621,0,NULL,NULL,NULL,2011
20110621,0.02,NULL,NULL,NULL,2011
20110621,0.01,NULL,NULL,NULL,2011
20110621,0,NULL,NULL,NULL,2011
20110621,0,NULL,NULL,NULL,2011
20110621,0,62,47,0.02,2011
20110622,0.02,NULL,NULL,NULL,2011
20110622,0.01,NULL,NULL,NULL,2011
20110622,0.01,NULL,NULL,NULL,2011
20110622,0,NULL,NULL,NULL,2011
20110622,0,NULL,NULL,NULL,2011
20110622,0.02,63,53,0.02,2011
20110623,0.01,NULL,NULL,NULL,2011
20110623,0.02,NULL,NULL,NULL,2011
20110623,0,NULL,NULL,NULL,2011
20110623,0,NULL,NULL,NULL,2011
20110623,0,NULL,NULL,NULL,2011
20110623,0,62,44,0.02,2011
20110624,0,NULL,NULL,NULL,2011
20110624,0,NULL,NULL,NULL,2011
20110624,0,NULL,NULL,NULL,2011
20110624,0,NULL,NULL,NULL,2011
20110624,0,NULL,NULL,NULL,2011
20110624,0,61,39,0,2011
20110625,0,NULL,NULL,NULL,2011
20110625,0,NULL,NULL,NULL,2011
20110625,0,NULL,NULL,NULL,2011
20110625,0,NULL,NULL,NULL,2011
20110625,0,NULL,NULL,NULL,2011
20110625,0,61,43,0,2011
20110626,0,NULL,NULL,NULL,2011
20110626,0,NULL,NULL,NULL,2011
20110626,0,NULL,NULL,NULL,2011
20110626,0,NULL,NULL,NULL,2011
20110626,0,63,40,0,2011
20110627,0.26,NULL,NULL,NULL,2011
20110627,0,NULL,NULL,NULL,2011
20110627,0,NULL,NULL,NULL,2011
20110627,0,NULL,NULL,NULL,2011
20110627,0.54,64,47,0.54,2011
20110628,0.93,NULL,NULL,NULL,2011
20110628,0.91,NULL,NULL,NULL,2011
20110628,0.93,NULL,NULL,NULL,2011
20110628,0.7,NULL,NULL,NULL,2011
20110628,0.23,67,54,0.93,2011
20110629,0.02,NULL,NULL,NULL,2011
20110629,0.02,NULL,NULL,NULL,2011
20110629,0,NULL,NULL,NULL,2011
20110629,0,NULL,NULL,NULL,2011
20110629,0.09,64,53,0.09,2011
20110630,0.04,NULL,NULL,NULL,2011
20110630,0.18,NULL,NULL,NULL,2011
20110630,0.08,NULL,NULL,NULL,2011
20110630,0.16,NULL,NULL,NULL,2011
20110630,0.01,63,47,0.18,2011
20110701,0.01,NULL,NULL,NULL,2011
20110701,0.02,NULL,NULL,NULL,2011
20110701,0,NULL,NULL,NULL,2011
20110701,0,NULL,NULL,NULL,2011
20110701,0,62,42,0.02,2011
20110702,0.02,NULL,NULL,NULL,2011
20110702,0,NULL,NULL,NULL,2011
20110702,0,NULL,NULL,NULL,2011
20110702,0,NULL,NULL,NULL,2011
20110702,0,62,54,0.02,2011
20110703,0,NULL,NULL,NULL,2011
20110703,0,NULL,NULL,NULL,2011
20110703,0,NULL,NULL,NULL,2011
20110703,0,NULL,NULL,NULL,2011
20110703,0,NULL,NULL,NULL,2011
20110703,0,65,53,0,2011
20110704,0,NULL,NULL,NULL,2011
20110704,0,NULL,NULL,NULL,2011
20110704,0,NULL,NULL,NULL,2011
20110704,0,NULL,NULL,NULL,2011
20110704,0,NULL,NULL,NULL,2011
20110704,0,60,47,0,2011
20110705,0,NULL,NULL,NULL,2011
20110705,0,NULL,NULL,NULL,2011
20110705,0,NULL,NULL,NULL,2011
20110705,0,NULL,NULL,NULL,2011
20110705,0,NULL,NULL,NULL,2011
20110705,0,60,50,0,2011
20110706,0,NULL,NULL,NULL,2011
20110706,0,NULL,NULL,NULL,2011
20110706,0,NULL,NULL,NULL,2011
20110706,0,NULL,NULL,NULL,2011
20110706,0,NULL,NULL,NULL,2011
20110706,0.01,57,50,0.01,2011
20110707,0,NULL,NULL,NULL,2011
20110707,0,NULL,NULL,NULL,2011
20110707,0.01,NULL,NULL,NULL,2011
20110707,0,NULL,NULL,NULL,2011
20110707,0,NULL,NULL,NULL,2011
20110707,0.01,62,51,0.01,2011
20110708,0,NULL,NULL,NULL,2011
20110708,0,NULL,NULL,NULL,2011
20110708,0,NULL,NULL,NULL,2011
20110708,0,NULL,NULL,NULL,2011
20110708,0,NULL,NULL,NULL,2011
20110708,0,60,41,0,2011
20110709,0,NULL,NULL,NULL,2011
20110709,0,NULL,NULL,NULL,2011
20110709,0,NULL,NULL,NULL,2011
20110709,0,NULL,NULL,NULL,2011
20110709,0,NULL,NULL,NULL,2011
20110709,0,59,44,0,2011
20110710,0,NULL,NULL,NULL,2011
20110710,0,NULL,NULL,NULL,2011
20110710,0,NULL,NULL,NULL,2011
20110710,0,NULL,NULL,NULL,2011
20110710,0,NULL,NULL,NULL,2011
20110710,0,66,42,0,2011
20110711,0,NULL,NULL,NULL,2011
20110711,0,NULL,NULL,NULL,2011
20110711,0,NULL,NULL,NULL,2011
20110711,0,NULL,NULL,NULL,2011
20110711,0,NULL,NULL,NULL,2011
20110711,0,66,50,0,2011
20110712,0.03,NULL,NULL,NULL,2011
20110712,0.06,NULL,NULL,NULL,2011
20110712,0.05,NULL,NULL,NULL,2011
20110712,0.03,NULL,NULL,NULL,2011
20110712,0.1,NULL,NULL,NULL,2011
20110712,0.04,62,53,0.1,2011
20110713,0.09,NULL,NULL,NULL,2011
20110713,0.05,NULL,NULL,NULL,2011
20110713,0.06,NULL,NULL,NULL,2011
20110713,0.03,NULL,NULL,NULL,2011
20110713,0.01,NULL,NULL,NULL,2011
20110713,0,66,48,0.09,2011
20110714,0.03,NULL,NULL,NULL,2011
20110714,0.03,NULL,NULL,NULL,2011
20110714,0.02,NULL,NULL,NULL,2011
20110714,0.03,NULL,NULL,NULL,2011
20110714,0,NULL,NULL,NULL,2011
20110714,0.02,65,49,0.03,2011
20110715,0.01,NULL,NULL,NULL,2011
20110715,0.01,NULL,NULL,NULL,2011
20110715,0.01,NULL,NULL,NULL,2011
20110715,0,NULL,NULL,NULL,2011
20110715,0,NULL,NULL,NULL,2011
20110715,0,66,50,0.01,2011
20110716,0.1,NULL,NULL,NULL,2011
20110716,0.04,NULL,NULL,NULL,2011
20110716,0.08,NULL,NULL,NULL,2011
20110716,0.24,NULL,NULL,NULL,2011
20110716,0.09,64,56,0.24,2011
20110717,0.05,NULL,NULL,NULL,2011
20110717,0.01,NULL,NULL,NULL,2011
20110717,0.11,NULL,NULL,NULL,2011
20110717,0,NULL,NULL,NULL,2011
20110717,0.02,63,55,0.11,2011
20110718,0.06,NULL,NULL,NULL,2011
20110718,0.03,NULL,NULL,NULL,2011
20110718,0.08,NULL,NULL,NULL,2011
20110718,0.08,NULL,NULL,NULL,2011
20110718,0.11,NULL,NULL,NULL,2011
20110718,0.35,64,55,0.35,2011
20110719,0.1,NULL,NULL,NULL,2011
20110719,0.1,NULL,NULL,NULL,2011
20110719,0.08,NULL,NULL,NULL,2011
20110719,0.01,NULL,NULL,NULL,2011
20110719,0.3,NULL,NULL,NULL,2011
20110719,0,68,47,0.3,2011
20110720,0.02,NULL,NULL,NULL,2011
20110720,0,NULL,NULL,NULL,2011
20110720,0,NULL,NULL,NULL,2011
20110720,0,NULL,NULL,NULL,2011
20110720,0,NULL,NULL,NULL,2011
20110720,0,66,46,0.02,2011
20110721,0,NULL,NULL,NULL,2011
20110721,0,NULL,NULL,NULL,2011
20110721,0,NULL,NULL,NULL,2011
20110721,0,NULL,NULL,NULL,2011
20110722,0,NULL,NULL,NULL,2011
20110722,0,NULL,NULL,NULL,2011
20110722,0,NULL,NULL,NULL,2011
20110722,0,NULL,NULL,NULL,2011
20110722,0,66,52,0,2011
20110723,0,NULL,NULL,NULL,2011
20110723,0,NULL,NULL,NULL,2011
20110723,0,NULL,NULL,NULL,2011
20110723,0,NULL,NULL,NULL,2011
20110723,0,64,48,0,2011
20110724,0,NULL,NULL,NULL,2011
20110724,0,NULL,NULL,NULL,2011
20110724,0,NULL,NULL,NULL,2011
20110724,0,NULL,NULL,NULL,2011
20110724,0,60,55,0,2011
20110725,0,NULL,NULL,NULL,2011
20110725,0,NULL,NULL,NULL,2011
20110725,0,NULL,NULL,NULL,2011
20110725,0,NULL,NULL,NULL,2011
20110725,0,67,55,0,2011
20110726,0,NULL,NULL,NULL,2011
20110726,0,NULL,NULL,NULL,2011
20110726,0,NULL,NULL,NULL,2011
20110726,0,NULL,NULL,NULL,2011
20110726,0,66,53,0,2011
20110727,0,NULL,NULL,NULL,2011
20110727,0,NULL,NULL,NULL,2011
20110727,0,NULL,NULL,NULL,2011
20110727,0,NULL,NULL,NULL,2011
20110727,0,62,52,0,2011
20110728,0,NULL,NULL,NULL,2011
20110728,0,NULL,NULL,NULL,2011
20110728,0,NULL,NULL,NULL,2011
20110728,0,NULL,NULL,NULL,2011
20110728,0,59,49,0,2011
20110729,0,NULL,NULL,NULL,2011
20110729,0,NULL,NULL,NULL,2011
20110729,0,NULL,NULL,NULL,2011
20110729,0,NULL,NULL,NULL,2011
20110729,0.01,60,49,0.01,2011
20110730,0,NULL,NULL,NULL,2011
20110730,0,NULL,NULL,NULL,2011
20110730,0,NULL,NULL,NULL,2011
20110730,0,NULL,NULL,NULL,2011
20110730,0,61,47,0,2011
20110731,0,NULL,NULL,NULL,2011
20110731,0,NULL,NULL,NULL,2011
20110731,0,NULL,NULL,NULL,2011
20110731,0,NULL,NULL,NULL,2011
20110731,0,63,52,0,2011
20110801,0,NULL,NULL,NULL,2011
20110801,0,NULL,NULL,NULL,2011
20110801,0,NULL,NULL,NULL,2011
20110801,0,NULL,NULL,NULL,2011
20110801,0,NULL,NULL,NULL,2011
20110801,0,61,50,0,2011
20110802,0,NULL,NULL,NULL,2011
20110802,0,NULL,NULL,NULL,2011
20110802,0,NULL,NULL,NULL,2011
20110802,0,NULL,NULL,NULL,2011
20110802,0,NULL,NULL,NULL,2011
20110802,0,66,48,0,2011
20110803,0,NULL,NULL,NULL,2011
20110803,0,NULL,NULL,NULL,2011
20110803,0,NULL,NULL,NULL,2011
20110803,0,NULL,NULL,NULL,2011
20110803,0,NULL,NULL,NULL,2011
20110803,0,66,47,0,2011
20110804,0.01,NULL,NULL,NULL,2011
20110804,0,NULL,NULL,NULL,2011
20110804,0,NULL,NULL,NULL,2011
20110804,0,NULL,NULL,NULL,2011
20110804,0,NULL,NULL,NULL,2011
20110804,0.01,65,56,0.01,2011
20110805,0,NULL,NULL,NULL,2011
20110805,0,NULL,NULL,NULL,2011
20110805,0,NULL,NULL,NULL,2011
20110805,0,NULL,NULL,NULL,2011
